,Unnamed: 0,Change,Currency,Date,HKD per unit,Name,Rate,Units per HKD
286977,3,,INR,2015-10-16,0.1197594148,Indian Rupee,,8.350074202
287142,3,,INR,2015-10-17,0.1197731997,Indian Rupee,,8.349113178
287307,3,,INR,2015-10-18,0.1197731997,Indian Rupee,,8.349113178
287472,3,,INR,2015-10-19,0.119394584,Indian Rupee,,8.375589301
287637,3,,INR,2015-10-20,0.1192672799,Indian Rupee,,8.384529274
287802,3,,INR,2015-10-21,0.1188940253,Indian Rupee,,8.410851576
287967,3,,INR,2015-10-22,0.1193435546,Indian Rupee,,8.379170566
288132,3,,INR,2015-10-23,0.1193280223,Indian Rupee,,8.380261238
288297,3,,INR,2015-10-24,0.119173785,Indian Rupee,,8.391107154
288462,3,,INR,2015-10-25,0.119173785,Indian Rupee,,8.391107154
288627,3,,INR,2015-10-26,0.1194846818,Indian Rupee,,8.36927366
288792,3,,INR,2015-10-27,0.1191837443,Indian Rupee,,8.390405973
288957,3,,INR,2015-10-28,0.1193770239,Indian Rupee,,8.376821329
289122,3,,INR,2015-10-29,0.1184480791,Indian Rupee,,8.442517664
289287,3,,INR,2015-10-30,0.1184634353,Indian Rupee,,8.441423273
289452,3,,INR,2015-10-31,0.1184728029,Indian Rupee,,8.440755817000001
289617,3,,INR,2015-11-01,0.1184728029,Indian Rupee,,8.440755817000001
289782,3,,INR,2015-11-02,0.118165894,Indian Rupee,,8.462678751
289947,3,,INR,2015-11-03,0.118156294,Indian Rupee,,8.463366326000001
290112,3,,INR,2015-11-04,0.1182959044,Indian Rupee,,8.453378039
290277,3,,INR,2015-11-05,0.1175984951,Indian Rupee,,8.503510175
290442,3,,INR,2015-11-06,0.1172934702,Indian Rupee,,8.52562379
290607,3,,INR,2015-11-07,0.1173167446,Indian Rupee,,8.523932396000001
290772,3,,INR,2015-11-08,0.1173167446,Indian Rupee,,8.523932396000001
290937,3,,INR,2015-11-09,0.1166161282,Indian Rupee,,8.575143212999999
291102,3,,INR,2015-11-10,0.1170701236,Indian Rupee,,8.541888995
291267,3,,INR,2015-11-11,0.117215053,Indian Rupee,,8.531327459
291432,3,,INR,2015-11-12,0.1171680677,Indian Rupee,,8.534748583999999
291597,3,,INR,2015-11-13,0.1171802982,Indian Rupee,,8.533857787
291762,3,,INR,2015-11-14,0.1172604729,Indian Rupee,,8.528022914
291927,3,,INR,2015-11-15,0.1172604729,Indian Rupee,,8.528022914
292092,3,,INR,2015-11-16,0.1174132654,Indian Rupee,,8.516925207
292257,3,,INR,2015-11-17,0.1174116846,Indian Rupee,,8.517039876
292422,3,,INR,2015-11-18,0.1171190033,Indian Rupee,,8.538324027
292587,3,,INR,2015-11-19,0.117305596,Indian Rupee,,8.524742501
292752,3,,INR,2015-11-20,0.117250691,Indian Rupee,,8.528734384
292917,3,,INR,2015-11-21,0.117233357,Indian Rupee,,8.529995432
293082,3,,INR,2015-11-22,0.117233357,Indian Rupee,,8.529995432
293247,3,,INR,2015-11-23,0.1167504694,Indian Rupee,,8.565276057
293412,3,,INR,2015-11-24,0.1167983936,Indian Rupee,,8.561761591
293577,3,,INR,2015-11-25,0.1167641298,Indian Rupee,,8.564273992999999
293742,3,,INR,2015-11-26,0.1162765062,Indian Rupee,,8.600189602999999
293907,3,,INR,2015-11-27,0.1159000545,Indian Rupee,,8.628123639
294072,3,,INR,2015-11-28,0.1160091901,Indian Rupee,,8.620006735
294237,3,,INR,2015-11-29,0.1160091901,Indian Rupee,,8.620006735
294402,3,,INR,2015-11-30,0.1166308374,Indian Rupee,,8.574061733999999
294567,3,,INR,2015-12-01,0.1166187975,Indian Rupee,,8.574946934
294732,3,,INR,2015-12-02,0.1164241692,Indian Rupee,,8.589281819
294897,3,,INR,2015-12-03,0.1159363829,Indian Rupee,,8.625420037
295062,3,,INR,2015-12-04,0.1162093144,Indian Rupee,,8.605162206000001
295227,3,,INR,2015-12-05,0.1162809366,Indian Rupee,,8.599861935
295392,3,,INR,2015-12-06,0.1162809366,Indian Rupee,,8.599861935
295557,3,,INR,2015-12-07,0.1160931227,Indian Rupee,,8.613774673
295722,3,,INR,2015-12-08,0.1159447404,Indian Rupee,,8.624798299
295887,3,,INR,2015-12-09,0.115872435,Indian Rupee,,8.630180249
296052,3,,INR,2015-12-10,0.1161590797,Indian Rupee,,8.608883635
296217,3,,INR,2015-12-11,0.1154589004,Indian Rupee,,8.661090629
296382,3,,INR,2015-12-12,0.1154228996,Indian Rupee,,8.663792047000001
296547,3,,INR,2015-12-13,0.1154266227,Indian Rupee,,8.663512599999999
296712,3,,INR,2015-12-14,0.1155122255,Indian Rupee,,8.657092315
296877,3,,INR,2015-12-15,0.1159766001,Indian Rupee,,8.622428998
297042,3,,INR,2015-12-16,0.1163609476,Indian Rupee,,8.593948572999999
297207,3,,INR,2015-12-17,0.1168264293,Indian Rupee,,8.559706962
297372,3,,INR,2015-12-18,0.11703741,Indian Rupee,,8.544276567999999
297537,3,,INR,2015-12-19,0.1169113378,Indian Rupee,,8.553490352
297702,3,,INR,2015-12-20,0.1169113378,Indian Rupee,,8.553490352
297867,3,,INR,2015-12-21,0.117101243,Indian Rupee,,8.539619001
298032,3,,INR,2015-12-22,0.1170911964,Indian Rupee,,8.540351718
298197,3,,INR,2015-12-23,0.1172672065,Indian Rupee,,8.52753323
298362,3,,INR,2015-12-24,0.1174401843,Indian Rupee,,8.514973015
298527,3,,INR,2015-12-25,0.1172639939,Indian Rupee,,8.527766847999999
298692,3,,INR,2015-12-26,0.1172639939,Indian Rupee,,8.527766847999999
298857,3,,INR,2015-12-27,0.1172639939,Indian Rupee,,8.527766847999999
299022,3,,INR,2015-12-28,0.1171185523,Indian Rupee,,8.538356908999999
299187,3,,INR,2015-12-29,0.1169100488,Indian Rupee,,8.553584662
299352,3,,INR,2015-12-30,0.1166574771,Indian Rupee,,8.572103775
299517,3,,INR,2015-12-31,0.1170797182,Indian Rupee,,8.541188992
299682,3,,INR,2016-01-01,0.1170163423,Indian Rupee,,8.545814887999999
299847,3,,INR,2016-01-02,0.1170160036,Indian Rupee,,8.545839621
300012,3,,INR,2016-01-03,0.1170156294,Indian Rupee,,8.545866954
300177,3,,INR,2016-01-04,0.1164355477,Indian Rupee,,8.588442443
300342,3,,INR,2016-01-05,0.1165012882,Indian Rupee,,8.583596077000001
300507,3,,INR,2016-01-06,0.1161949983,Indian Rupee,,8.606222423
300672,3,,INR,2016-01-07,0.1163989524,Indian Rupee,,8.591142612
300837,3,,INR,2016-01-08,0.1160382228,Indian Rupee,,8.617850014
301002,3,,INR,2016-01-09,0.1160608462,Indian Rupee,,8.616170165
301167,3,,INR,2016-01-10,0.1160608462,Indian Rupee,,8.616170165
301332,3,,INR,2016-01-11,0.1161902608,Indian Rupee,,8.60657333
301497,3,,INR,2016-01-12,0.1160871154,Indian Rupee,,8.614220419
301662,3,,INR,2016-01-13,0.1162551627,Indian Rupee,,8.601768531
301827,3,,INR,2016-01-14,0.1155513706,Indian Rupee,,8.654159575
301992,3,,INR,2016-01-15,0.115044865,Indian Rupee,,8.692261059
302157,3,,INR,2016-01-16,0.114966441,Indian Rupee,,8.698190459
302322,3,,INR,2016-01-17,0.114966441,Indian Rupee,,8.698190459
302487,3,,INR,2016-01-18,0.1152620959,Indian Rupee,,8.675879022
302652,3,,INR,2016-01-19,0.1154555192,Indian Rupee,,8.661344272000001
302817,3,,INR,2016-01-20,0.1148923065,Indian Rupee,,8.70380298
302982,3,,INR,2016-01-21,0.1151001795,Indian Rupee,,8.688083753999999
303147,3,,INR,2016-01-22,0.1152949707,Indian Rupee,,8.673405211
303312,3,,INR,2016-01-23,0.1153716391,Indian Rupee,,8.667641437999999
303477,3,,INR,2016-01-24,0.1153716391,Indian Rupee,,8.667641437999999
303642,3,,INR,2016-01-25,0.1149086742,Indian Rupee,,8.702563207
303807,3,,INR,2016-01-26,0.1150158574,Indian Rupee,,8.694453295
303972,3,,INR,2016-01-27,0.1146404518,Indian Rupee,,8.722924449
304137,3,,INR,2016-01-28,0.1143865633,Indian Rupee,,8.742285557
304302,3,,INR,2016-01-29,0.11470489,Indian Rupee,,8.718024141
304467,3,,INR,2016-01-30,0.1146251289,Indian Rupee,,8.724090517999999
304632,3,,INR,2016-01-31,0.1146251289,Indian Rupee,,8.724090517999999
304797,3,,INR,2016-02-01,0.1144324331,Indian Rupee,,8.738781247
304962,3,,INR,2016-02-02,0.1146604754,Indian Rupee,,8.72140113
305127,3,,INR,2016-02-03,0.1147576975,Indian Rupee,,8.714012407
305292,3,,INR,2016-02-04,0.1151624098,Indian Rupee,,8.683388977
305457,3,,INR,2016-02-05,0.1149392427,Indian Rupee,,8.700248728
305622,3,,INR,2016-02-06,0.1147746022,Indian Rupee,,8.712728953
305787,3,,INR,2016-02-07,0.1147746022,Indian Rupee,,8.712728953
305952,3,,INR,2016-02-08,0.1145718318,Indian Rupee,,8.728148832
306117,3,,INR,2016-02-09,0.1148365037,Indian Rupee,,8.708032444
306282,3,,INR,2016-02-10,0.1147818794,Indian Rupee,,8.712176564
306447,3,,INR,2016-02-11,0.1138647054,Indian Rupee,,8.782352677
306612,3,,INR,2016-02-12,0.1142904351,Indian Rupee,,8.749638575
306777,3,,INR,2016-02-13,0.1143303244,Indian Rupee,,8.746585872
306942,3,,INR,2016-02-14,0.1143435344,Indian Rupee,,8.745575385
307107,3,,INR,2016-02-15,0.1141989345,Indian Rupee,,8.756649129
307272,3,,INR,2016-02-16,0.1137226519,Indian Rupee,,8.79332291
307437,3,,INR,2016-02-17,0.1138780709,Indian Rupee,,8.781321915
307602,3,,INR,2016-02-18,0.1134723151,Indian Rupee,,8.812722288
307767,3,,INR,2016-02-19,0.1130240407,Indian Rupee,,8.847675184
307932,3,,INR,2016-02-20,0.1131181888,Indian Rupee,,8.840311274
308097,3,,INR,2016-02-21,0.1131181888,Indian Rupee,,8.840311274
308262,3,,INR,2016-02-22,0.1133791356,Indian Rupee,,8.819964929
308427,3,,INR,2016-02-23,0.113322068,Indian Rupee,,8.824406561
308592,3,,INR,2016-02-24,0.1133849443,Indian Rupee,,8.819513085
308757,3,,INR,2016-02-25,0.1128500014,Indian Rupee,,8.861320229
308922,3,,INR,2016-02-26,0.1129293944,Indian Rupee,,8.855090436000001
309087,3,,INR,2016-02-27,0.1130014535,Indian Rupee,,8.849443694
309252,3,,INR,2016-02-28,0.1130014535,Indian Rupee,,8.849443694
309417,3,,INR,2016-02-29,0.1139761945,Indian Rupee,,8.773761963
309582,3,,INR,2016-03-01,0.1148375748,Indian Rupee,,8.707951224
309747,3,,INR,2016-03-02,0.115433832,Indian Rupee,,8.662971526
309912,3,,INR,2016-03-03,0.1157048539,Indian Rupee,,8.642679773
310077,3,,INR,2016-03-04,0.1160616601,Indian Rupee,,8.616109737999999
310242,3,,INR,2016-03-05,0.1158876831,Indian Rupee,,8.629044724
310407,3,,INR,2016-03-06,0.1158876831,Indian Rupee,,8.629044724
310572,3,,INR,2016-03-07,0.1158857431,Indian Rupee,,8.629189176
310737,3,,INR,2016-03-08,0.1153746295,Indian Rupee,,8.667416784
310902,3,,INR,2016-03-09,0.1157540743,Indian Rupee,,8.639004768
311067,3,,INR,2016-03-10,0.1155167476,Indian Rupee,,8.656753422000001
311232,3,,INR,2016-03-11,0.1158408556,Indian Rupee,,8.632532922000001
311397,3,,INR,2016-03-12,0.115853298,Indian Rupee,,8.631605809
311562,3,,INR,2016-03-13,0.115853298,Indian Rupee,,8.631605809
311727,3,,INR,2016-03-14,0.1154466468,Indian Rupee,,8.662009923
311892,3,,INR,2016-03-15,0.1151087886,Indian Rupee,,8.687433967999999
312057,3,,INR,2016-03-16,0.1154141536,Indian Rupee,,8.664448587999999
312222,3,,INR,2016-03-17,0.1165873434,Indian Rupee,,8.577260371
312387,3,,INR,2016-03-18,0.1168250827,Indian Rupee,,8.559805622
312552,3,,INR,2016-03-19,0.116817658,Indian Rupee,,8.560349668999999
312717,3,,INR,2016-03-20,0.116817658,Indian Rupee,,8.560349668999999
312882,3,,INR,2016-03-21,0.1166504892,Indian Rupee,,8.572617283
313047,3,,INR,2016-03-22,0.1164107924,Indian Rupee,,8.590268819
313212,3,,INR,2016-03-23,0.1159768506,Indian Rupee,,8.622410379
313377,3,,INR,2016-03-24,0.1160570841,Indian Rupee,,8.61644946
313542,3,,INR,2016-03-25,0.1161137644,Indian Rupee,,8.612243389
313707,3,,INR,2016-03-26,0.1160614107,Indian Rupee,,8.616128253
313872,3,,INR,2016-03-27,0.1160614107,Indian Rupee,,8.616128253
314037,3,,INR,2016-03-28,0.1165076077,Indian Rupee,,8.583130492999999
314202,3,,INR,2016-03-29,0.1166817848,Indian Rupee,,8.570317996
314367,3,,INR,2016-03-30,0.1170470246,Indian Rupee,,8.543574716
314532,3,,INR,2016-03-31,0.1172148743,Indian Rupee,,8.531340466
314697,3,,INR,2016-04-01,0.1168685762,Indian Rupee,,8.556620031
314862,3,,INR,2016-04-02,0.1170951986,Indian Rupee,,8.540059818
315027,3,,INR,2016-04-03,0.1170951986,Indian Rupee,,8.540059818
315192,3,,INR,2016-04-04,0.1173801282,Indian Rupee,,8.519329597999999
315357,3,,INR,2016-04-05,0.1167918818,Indian Rupee,,8.562238955
315522,3,,INR,2016-04-06,0.1165788717,Indian Rupee,,8.577883674
315687,3,,INR,2016-04-07,0.1162759922,Indian Rupee,,8.600227623
315852,3,,INR,2016-04-08,0.1166415281,Indian Rupee,,8.573275885
316017,3,,INR,2016-04-09,0.1165736031,Indian Rupee,,8.578271353
316182,3,,INR,2016-04-10,0.1165736031,Indian Rupee,,8.578271353
316347,3,,INR,2016-04-11,0.1168382067,Indian Rupee,,8.558844132
316512,3,,INR,2016-04-12,0.1167787265,Indian Rupee,,8.563203505
316677,3,,INR,2016-04-13,0.116433024,Indian Rupee,,8.5886286
316842,3,,INR,2016-04-14,0.1164522505,Indian Rupee,,8.587210602999999
317007,3,,INR,2016-04-15,0.1165615816,Indian Rupee,,8.579156066
317172,3,,INR,2016-04-16,0.1163527179,Indian Rupee,,8.594556433
317337,3,,INR,2016-04-17,0.1163568442,Indian Rupee,,8.594251649
317502,3,,INR,2016-04-18,0.1167479576,Indian Rupee,,8.565460338
317667,3,,INR,2016-04-19,0.1171987071,Indian Rupee,,8.532517333
317832,3,,INR,2016-04-20,0.1172174353,Indian Rupee,,8.531154065
317997,3,,INR,2016-04-21,0.1167454404,Indian Rupee,,8.565645018
318162,3,,INR,2016-04-22,0.1164510438,Indian Rupee,,8.587299582
318327,3,,INR,2016-04-23,0.1163614134,Indian Rupee,,8.593914172
318492,3,,INR,2016-04-24,0.1163614134,Indian Rupee,,8.593914172
318657,3,,INR,2016-04-25,0.1162779747,Indian Rupee,,8.600080991
318822,3,,INR,2016-04-26,0.1167597015,Indian Rupee,,8.564598802999999
318987,3,,INR,2016-04-27,0.1165996296,Indian Rupee,,8.576356577
319152,3,,INR,2016-04-28,0.1167422393,Indian Rupee,,8.56587989
319317,3,,INR,2016-04-29,0.1167720725,Indian Rupee,,8.563691458
319482,3,,INR,2016-04-30,0.116795887,Indian Rupee,,8.561945333999999
319647,3,,INR,2016-05-01,0.116795887,Indian Rupee,,8.561945333999999
319812,3,,INR,2016-05-02,0.116896367,Indian Rupee,,8.554585786
319977,3,,INR,2016-05-03,0.1166647803,Indian Rupee,,8.571567163
320142,3,,INR,2016-05-04,0.116417849,Indian Rupee,,8.589748124
320307,3,,INR,2016-05-05,0.1166003349,Indian Rupee,,8.5763047
320472,3,,INR,2016-05-06,0.1166456837,Indian Rupee,,8.572970451
320637,3,,INR,2016-05-07,0.1165402865,Indian Rupee,,8.580723714
320802,3,,INR,2016-05-08,0.1165402865,Indian Rupee,,8.580723714
320967,3,,INR,2016-05-09,0.1163471215,Indian Rupee,,8.59496984
321132,3,,INR,2016-05-10,0.1165501743,Indian Rupee,,8.579995752
321297,3,,INR,2016-05-11,0.1165965042,Indian Rupee,,8.576586464
321462,3,,INR,2016-05-12,0.1163097405,Indian Rupee,,8.597732188
321627,3,,INR,2016-05-13,0.1158577992,Indian Rupee,,8.631270465
321792,3,,INR,2016-05-14,0.1159517907,Indian Rupee,,8.624273882999999
321957,3,,INR,2016-05-15,0.1159517907,Indian Rupee,,8.624273882999999
322122,3,,INR,2016-05-16,0.1162015547,Indian Rupee,,8.605736837
322287,3,,INR,2016-05-17,0.1162365427,Indian Rupee,,8.603146452999999
322452,3,,INR,2016-05-18,0.1158805811,Indian Rupee,,8.62957357
322617,3,,INR,2016-05-19,0.1149468558,Indian Rupee,,8.699672494
322782,3,,INR,2016-05-20,0.1151861741,Indian Rupee,,8.681597491
322947,3,,INR,2016-05-21,0.1152157953,Indian Rupee,,8.679365508
323112,3,,INR,2016-05-22,0.1152157953,Indian Rupee,,8.679365508
323277,3,,INR,2016-05-23,0.1150525207,Indian Rupee,,8.691682668
323442,3,,INR,2016-05-24,0.114877264,Indian Rupee,,8.704942696
323607,3,,INR,2016-05-25,0.1153784807,Indian Rupee,,8.667127472999999
323772,3,,INR,2016-05-26,0.1160294361,Indian Rupee,,8.618502629
323937,3,,INR,2016-05-27,0.1159781818,Indian Rupee,,8.62231141
324102,3,,INR,2016-05-28,0.1158644558,Indian Rupee,,8.630774579
324267,3,,INR,2016-05-29,0.1158644558,Indian Rupee,,8.630774579
324432,3,,INR,2016-05-30,0.1156684091,Indian Rupee,,8.645402907000001
324597,3,,INR,2016-05-31,0.1156580454,Indian Rupee,,8.646177586
324762,3,,INR,2016-06-01,0.115215309,Indian Rupee,,8.679402143999999
324927,3,,INR,2016-06-02,0.1155479405,Indian Rupee,,8.654416477
325092,3,,INR,2016-06-03,0.1160808197,Indian Rupee,,8.614687615
325257,3,,INR,2016-06-04,0.116318339,Indian Rupee,,8.597096624
325422,3,,INR,2016-06-05,0.116318339,Indian Rupee,,8.597096624
325587,3,,INR,2016-06-06,0.1161893663,Indian Rupee,,8.606639587
325752,3,,INR,2016-06-07,0.1164775402,Indian Rupee,,8.585346139
325917,3,,INR,2016-06-08,0.1166809981,Indian Rupee,,8.570375776
326082,3,,INR,2016-06-09,0.116389784,Indian Rupee,,8.591819362
326247,3,,INR,2016-06-10,0.1161088627,Indian Rupee,,8.612606967
326412,3,,INR,2016-06-11,0.1159202569,Indian Rupee,,8.626619947
326577,3,,INR,2016-06-12,0.1159165236,Indian Rupee,,8.626897782
326742,3,,INR,2016-06-13,0.1155479182,Indian Rupee,,8.654418143
326907,3,,INR,2016-06-14,0.1152116741,Indian Rupee,,8.679675981
327072,3,,INR,2016-06-15,0.1156806131,Indian Rupee,,8.644490839
327237,3,,INR,2016-06-16,0.1150561419,Indian Rupee,,8.691409109
327402,3,,INR,2016-06-17,0.1156493456,Indian Rupee,,8.646828002000001
327567,3,,INR,2016-06-18,0.1157158299,Indian Rupee,,8.641859986
327732,3,,INR,2016-06-19,0.1157158299,Indian Rupee,,8.641859986
327897,3,,INR,2016-06-20,0.1149353514,Indian Rupee,,8.700543289
328062,3,,INR,2016-06-21,0.114540436,Indian Rupee,,8.730541242000001
328227,3,,INR,2016-06-22,0.1149239337,Indian Rupee,,8.701407688
328392,3,,INR,2016-06-23,0.1152723226,Indian Rupee,,8.675109322
328557,3,,INR,2016-06-24,0.1144072298,Indian Rupee,,8.740706352
328722,3,,INR,2016-06-25,0.1143256958,Indian Rupee,,8.746939985
328887,3,,INR,2016-06-26,0.1143256958,Indian Rupee,,8.746939985
329052,3,,INR,2016-06-27,0.1142162429,Indian Rupee,,8.755322142
329217,3,,INR,2016-06-28,0.1143252791,Indian Rupee,,8.746971865
329382,3,,INR,2016-06-29,0.1150688473,Indian Rupee,,8.69044944
329547,3,,INR,2016-06-30,0.1149234115,Indian Rupee,,8.701447225
329712,3,,INR,2016-07-01,0.1153996854,Indian Rupee,,8.665534885
329878,3,,INR,2016-07-02,0.1154711674,Indian Rupee,,8.660170524
330044,3,,INR,2016-07-03,0.1154689349,Indian Rupee,,8.660337961
330210,3,,INR,2016-07-04,0.1153328515,Indian Rupee,,8.670556456
330376,3,,INR,2016-07-05,0.1150940708,Indian Rupee,,8.688544885
330542,3,,INR,2016-07-06,0.1149907914,Indian Rupee,,8.696348536
330708,3,,INR,2016-07-07,0.1149498104,Indian Rupee,,8.699448889
330874,3,,INR,2016-07-08,0.1155498739,Indian Rupee,,8.654271668
331040,3,,INR,2016-07-09,0.1155542978,Indian Rupee,,8.653940347
331206,3,,INR,2016-07-10,0.1155542978,Indian Rupee,,8.653940347
331372,3,,INR,2016-07-11,0.1155880206,Indian Rupee,,8.651415562
331538,3,,INR,2016-07-12,0.1157060148,Indian Rupee,,8.642593058
331704,3,,INR,2016-07-13,0.1157646696,Indian Rupee,,8.638214092
331870,3,,INR,2016-07-14,0.1160568911,Indian Rupee,,8.616463791000001
332036,3,,INR,2016-07-15,0.1156031976,Indian Rupee,,8.650279756
332202,3,,INR,2016-07-16,0.1155708569,Indian Rupee,,8.652700402
332368,3,,INR,2016-07-17,0.1155708569,Indian Rupee,,8.652700402
332534,3,,INR,2016-07-18,0.1154819216,Indian Rupee,,8.659364047
332700,3,,INR,2016-07-19,0.1154338551,Indian Rupee,,8.662969797
332866,3,,INR,2016-07-20,0.1154539174,Indian Rupee,,8.661464439
333032,3,,INR,2016-07-21,0.1155046726,Indian Rupee,,8.657658409
333198,3,,INR,2016-07-22,0.115435648,Indian Rupee,,8.662835247
333364,3,,INR,2016-07-23,0.115530272,Indian Rupee,,8.655740029
333530,3,,INR,2016-07-24,0.115530272,Indian Rupee,,8.655740029
333696,3,,INR,2016-07-25,0.1150783749,Indian Rupee,,8.689729943
333862,3,,INR,2016-07-26,0.1151348544,Indian Rupee,,8.685467189
334028,3,,INR,2016-07-27,0.1155252776,Indian Rupee,,8.656114238999999
334194,3,,INR,2016-07-28,0.1157961893,Indian Rupee,,8.635862767
334360,3,,INR,2016-07-29,0.1161876477,Indian Rupee,,8.6067669
334526,3,,INR,2016-07-30,0.1163232868,Indian Rupee,,8.596730948
334692,3,,INR,2016-07-31,0.1163232868,Indian Rupee,,8.596730948
334858,3,,INR,2016-08-01,0.1163557914,Indian Rupee,,8.594329411
335024,3,,INR,2016-08-02,0.1164250433,Indian Rupee,,8.589217331
335190,3,,INR,2016-08-03,0.1161110727,Indian Rupee,,8.61244304
335356,3,,INR,2016-08-04,0.1161623239,Indian Rupee,,8.608643199
335522,3,,INR,2016-08-05,0.1160181223,Indian Rupee,,8.619343081
335688,3,,INR,2016-08-06,0.116019599,Indian Rupee,,8.619233373
335854,3,,INR,2016-08-07,0.116019599,Indian Rupee,,8.619233373
336020,3,,INR,2016-08-08,0.1160513478,Indian Rupee,,8.616875367
336186,3,,INR,2016-08-09,0.1161504829,Indian Rupee,,8.609520816
336352,3,,INR,2016-08-10,0.1162206736,Indian Rupee,,8.604321153999999
336518,3,,INR,2016-08-11,0.1162019306,Indian Rupee,,8.605708997999999
336684,3,,INR,2016-08-12,0.1160390172,Indian Rupee,,8.617791016
336850,3,,INR,2016-08-13,0.1159233741,Indian Rupee,,8.626387971
337016,3,,INR,2016-08-14,0.1159233741,Indian Rupee,,8.626387971
337182,3,,INR,2016-08-15,0.1160079857,Indian Rupee,,8.620096228
337348,3,,INR,2016-08-16,0.1160233468,Indian Rupee,,8.618954959
337514,3,,INR,2016-08-17,0.1158186362,Indian Rupee,,8.634189043
337680,3,,INR,2016-08-18,0.1159843582,Indian Rupee,,8.621852253
337846,3,,INR,2016-08-19,0.1154860747,Indian Rupee,,8.659052638
338012,3,,INR,2016-08-20,0.1154985766,Indian Rupee,,8.658115359
338178,3,,INR,2016-08-21,0.1154846397,Indian Rupee,,8.659160234
338344,3,,INR,2016-08-22,0.1153818448,Indian Rupee,,8.666874774
338510,3,,INR,2016-08-23,0.1155383034,Indian Rupee,,8.655138347000001
338676,3,,INR,2016-08-24,0.1154992143,Indian Rupee,,8.658067559
338842,3,,INR,2016-08-25,0.1157118551,Indian Rupee,,8.642156842
339008,3,,INR,2016-08-26,0.1157589122,Indian Rupee,,8.638643719
339174,3,,INR,2016-08-27,0.1155296063,Indian Rupee,,8.655789908
339340,3,,INR,2016-08-28,0.1155409552,Indian Rupee,,8.6549397
339506,3,,INR,2016-08-29,0.1154974831,Indian Rupee,,8.658197335
339672,3,,INR,2016-08-30,0.1155401322,Indian Rupee,,8.655001345
339838,3,,INR,2016-08-31,0.1158622368,Indian Rupee,,8.630939881
340004,3,,INR,2016-09-01,0.1160018446,Indian Rupee,,8.620552571000001
340170,3,,INR,2016-09-02,0.1164780946,Indian Rupee,,8.585305279
340336,3,,INR,2016-09-03,0.116493924,Indian Rupee,,8.584138691
340502,3,,INR,2016-09-04,0.1164782797,Indian Rupee,,8.585291633999999
340668,3,,INR,2016-09-05,0.1166798036,Indian Rupee,,8.570463519
340834,3,,INR,2016-09-06,0.1169836313,Indian Rupee,,8.548204473
341000,3,,INR,2016-09-07,0.1167610021,Indian Rupee,,8.564503408
341166,3,,INR,2016-09-08,0.1165873116,Indian Rupee,,8.577262705
341332,3,,INR,2016-09-09,0.1160080661,Indian Rupee,,8.620090252
341498,3,,INR,2016-09-10,0.1159350489,Indian Rupee,,8.625519284
341664,3,,INR,2016-09-11,0.1159261253,Indian Rupee,,8.626183249
341830,3,,INR,2016-09-12,0.1161301505,Indian Rupee,,8.611028191
341996,3,,INR,2016-09-13,0.1157210146,Indian Rupee,,8.6414728
342162,3,,INR,2016-09-14,0.1161608065,Indian Rupee,,8.608755655
342328,3,,INR,2016-09-15,0.1160607595,Indian Rupee,,8.616176599
342494,3,,INR,2016-09-16,0.115609788,Indian Rupee,,8.649786641
342660,3,,INR,2016-09-17,0.1156698472,Indian Rupee,,8.645295419
342826,3,,INR,2016-09-18,0.1156707462,Indian Rupee,,8.645228228999999
342992,3,,INR,2016-09-19,0.1158835655,Indian Rupee,,8.629351329
343158,3,,INR,2016-09-20,0.1158163149,Indian Rupee,,8.634362097999999
343324,3,,INR,2016-09-21,0.1157679872,Indian Rupee,,8.637966544
343490,3,,INR,2016-09-22,0.1164375205,Indian Rupee,,8.588296932
343656,3,,INR,2016-09-23,0.1163387045,Indian Rupee,,8.595591673
343822,3,,INR,2016-09-24,0.1162678723,Indian Rupee,,8.600828245
343988,3,,INR,2016-09-25,0.1162742761,Indian Rupee,,8.600354552999999
344154,3,,INR,2016-09-26,0.1165028896,Indian Rupee,,8.58347809
344320,3,,INR,2016-09-27,0.1166028468,Indian Rupee,,8.576119942
344486,3,,INR,2016-09-28,0.1165944555,Indian Rupee,,8.576737167000001
344652,3,,INR,2016-09-29,0.116214403,Indian Rupee,,8.604785412
344818,3,,INR,2016-09-30,0.116457221,Indian Rupee,,8.586844088
344984,3,,INR,2016-10-01,0.1165393312,Indian Rupee,,8.580794049
345150,3,,INR,2016-10-02,0.11654083369999997,Indian Rupee,,8.580683422
345316,3,,INR,2016-10-03,0.1165733815,Indian Rupee,,8.57828766
345482,3,,INR,2016-10-04,0.116633975,Indian Rupee,,8.573831082
345648,3,,INR,2016-10-05,0.1165856548,Indian Rupee,,8.577384597
345814,3,,INR,2016-10-06,0.1163082435,Indian Rupee,,8.597842854
345980,3,,INR,2016-10-07,0.1164510694,Indian Rupee,,8.587297697999999
346146,3,,INR,2016-10-08,0.116486734,Indian Rupee,,8.584668531
346312,3,,INR,2016-10-09,0.1164858891,Indian Rupee,,8.584730797
346478,3,,INR,2016-10-10,0.1166427563,Indian Rupee,,8.573185611
346644,3,,INR,2016-10-11,0.1161415546,Indian Rupee,,8.610182665
346810,3,,INR,2016-10-12,0.1160150524,Indian Rupee,,8.619571164
346976,3,,INR,2016-10-13,0.11603709,Indian Rupee,,8.617934145
347142,3,,INR,2016-10-14,0.1163397998,Indian Rupee,,8.595510753
