,Unnamed: 0,Change,Currency,Date,HKD per unit,Name,Rate,Units per HKD
142279,3,,INR,2013-05-22,0.1400366251,Indian Rupee,,7.140989004
142443,3,,INR,2013-05-23,0.1393207131,Indian Rupee,,7.17768362
142607,3,,INR,2013-05-24,0.1391822255,Indian Rupee,,7.184825479
142771,3,,INR,2013-05-25,0.1395443558,Indian Rupee,,7.166180204
142935,3,,INR,2013-05-26,0.1390806259,Indian Rupee,,7.190074054
143099,3,,INR,2013-05-27,0.1396958872,Indian Rupee,,7.15840688
143263,3,,INR,2013-05-28,0.13847812199999998,Indian Rupee,,7.221357322
143427,3,,INR,2013-05-29,0.1379092221,Indian Rupee,,7.251146695
143591,3,,INR,2013-05-30,0.1376959398,Indian Rupee,,7.26237826
143755,3,,INR,2013-05-31,0.1373808949,Indian Rupee,,7.279032507
143919,3,,INR,2013-06-01,0.137195063,Indian Rupee,,7.288892021
144083,3,,INR,2013-06-02,0.1371947895,Indian Rupee,,7.288906552
144247,3,,INR,2013-06-03,0.1369322726,Indian Rupee,,7.302880332000001
144411,3,,INR,2013-06-04,0.1375474371,Indian Rupee,,7.270219068999999
144575,3,,INR,2013-06-05,0.13650524349999998,Indian Rupee,,7.325725918
144739,3,,INR,2013-06-06,0.1364450827,Indian Rupee,,7.328955945
144904,3,,INR,2013-06-07,0.1360353933,Indian Rupee,,7.351028107999999
145069,3,,INR,2013-06-08,0.1360519141,Indian Rupee,,7.3501354710000015
145234,3,,INR,2013-06-09,0.136034035,Indian Rupee,,7.351101507
145399,3,,INR,2013-06-10,0.1335005973,Indian Rupee,,7.490603192000001
145564,3,,INR,2013-06-11,0.1329656075,Indian Rupee,,7.520741782000001
145729,3,,INR,2013-06-12,0.1343397255,Indian Rupee,,7.443814528
145894,3,,INR,2013-06-13,0.13375234789999998,Indian Rupee,,7.4765042689999985
146059,3,,INR,2013-06-14,0.134864404,Indian Rupee,,7.414854995
146224,3,,INR,2013-06-15,0.134897931,Indian Rupee,,7.413012137000001
146389,3,,INR,2013-06-16,0.1348974624,Indian Rupee,,7.413037892
146554,3,,INR,2013-06-17,0.1338225183,Indian Rupee,,7.472583932999999
146719,3,,INR,2013-06-18,0.13188741699999998,Indian Rupee,,7.582224465
146884,3,,INR,2013-06-19,0.13209560609999998,Indian Rupee,,7.570274512
147049,3,,INR,2013-06-20,0.1301380814,Indian Rupee,,7.6841458660000015
147214,3,,INR,2013-06-21,0.1308936445,Indian Rupee,,7.639790337000001
147379,3,,INR,2013-06-22,0.1308863668,Indian Rupee,,7.64021513
147544,3,,INR,2013-06-23,0.1308845948,Indian Rupee,,7.640318568
147709,3,,INR,2013-06-24,0.1297146608,Indian Rupee,,7.709228808
147874,3,,INR,2013-06-25,0.1300103812,Indian Rupee,,7.691693466
148039,3,,INR,2013-06-26,0.1277445022,Indian Rupee,,7.828125539
148204,3,,INR,2013-06-27,0.128870126,Indian Rupee,,7.759750307000001
148369,3,,INR,2013-06-28,0.1303579008,Indian Rupee,,7.671188273999999
148534,3,,INR,2013-06-29,0.1302896684,Indian Rupee,,7.675205656
148699,3,,INR,2013-06-30,0.1303004548,Indian Rupee,,7.6745702960000015
148864,3,,INR,2013-07-01,0.1302857671,Indian Rupee,,7.675435482999999
149029,3,,INR,2013-07-02,0.1302048461,Indian Rupee,,7.680205689
149194,3,,INR,2013-07-03,0.1287575962,Indian Rupee,,7.76653207
149359,3,,INR,2013-07-04,0.1290102888,Indian Rupee,,7.751319752000001
149524,3,,INR,2013-07-05,0.128191974,Indian Rupee,,7.800800387000001
149689,3,,INR,2013-07-06,0.1287300761,Indian Rupee,,7.76819241
149854,3,,INR,2013-07-07,0.1287193899,Indian Rupee,,7.768837317999999
150019,3,,INR,2013-07-08,0.12764604640000002,Indian Rupee,,7.834163517999999
150184,3,,INR,2013-07-09,0.1290067733,Indian Rupee,,7.751530979
150349,3,,INR,2013-07-10,0.1296638678,Indian Rupee,,7.712248731
150514,3,,INR,2013-07-11,0.1296441748,Indian Rupee,,7.713420224
150679,3,,INR,2013-07-12,0.13009472730000002,Indian Rupee,,7.68670661
150844,3,,INR,2013-07-13,0.129561321,Indian Rupee,,7.718352918
151009,3,,INR,2013-07-14,0.1295450971,Indian Rupee,,7.719319542
151174,3,,INR,2013-07-15,0.1292359087,Indian Rupee,,7.737787511
151339,3,,INR,2013-07-16,0.1309030638,Indian Rupee,,7.6392406039999985
151504,3,,INR,2013-07-17,0.1307125426,Indian Rupee,,7.650375245
151669,3,,INR,2013-07-18,0.1300881844,Indian Rupee,,7.687093217
151834,3,,INR,2013-07-19,0.130696197,Indian Rupee,,7.651332045
151999,3,,INR,2013-07-20,0.1306263694,Indian Rupee,,7.655422136
152164,3,,INR,2013-07-21,0.1306153718,Indian Rupee,,7.656066712999999
152329,3,,INR,2013-07-22,0.1298972587,Indian Rupee,,7.698391868
152494,3,,INR,2013-07-23,0.1300369613,Indian Rupee,,7.690121255
152659,3,,INR,2013-07-24,0.131161349,Indian Rupee,,7.624197277
152824,3,,INR,2013-07-25,0.1314107293,Indian Rupee,,7.609728712000001
152989,3,,INR,2013-07-26,0.1310705117,Indian Rupee,,7.629481161
153154,3,,INR,2013-07-27,0.1313904644,Indian Rupee,,7.610902394
153319,3,,INR,2013-07-28,0.1313707188,Indian Rupee,,7.612046347000001
153484,3,,INR,2013-07-29,0.1306492718,Indian Rupee,,7.654080168999998
153649,3,,INR,2013-07-30,0.1275589302,Indian Rupee,,7.839513852
153814,3,,INR,2013-07-31,0.1281295002,Indian Rupee,,7.8046039239999985
153979,3,,INR,2013-08-01,0.12828904300000002,Indian Rupee,,7.794897961
154144,3,,INR,2013-08-02,0.1269376229,Indian Rupee,,7.877885035
154309,3,,INR,2013-08-03,0.12694932820000002,Indian Rupee,,7.87715866
154474,3,,INR,2013-08-04,0.1269501416,Indian Rupee,,7.877108191
154639,3,,INR,2013-08-05,0.1274017633,Indian Rupee,,7.849184928
154804,3,,INR,2013-08-06,0.1275415949,Indian Rupee,,7.84057939
154969,3,,INR,2013-08-07,0.1265321036,Indian Rupee,,7.903132654
155134,3,,INR,2013-08-08,0.1277215496,Indian Rupee,,7.829532314
155299,3,,INR,2013-08-09,0.1278129466,Indian Rupee,,7.823933545
155464,3,,INR,2013-08-10,0.1274331935,Indian Rupee,,7.847248999
155629,3,,INR,2013-08-11,0.1274331935,Indian Rupee,,7.847248999
155794,3,,INR,2013-08-12,0.1268180849,Indian Rupee,,7.885310685
155959,3,,INR,2013-08-13,0.1263750593,Indian Rupee,,7.912953757
156124,3,,INR,2013-08-14,0.1267517093,Indian Rupee,,7.889439958
156289,3,,INR,2013-08-15,0.1261271549,Indian Rupee,,7.928506755
156454,3,,INR,2013-08-16,0.12560712289999998,Indian Rupee,,7.961331947000001
156619,3,,INR,2013-08-17,0.1256622119,Indian Rupee,,7.957841779
156784,3,,INR,2013-08-18,0.1257667692,Indian Rupee,,7.95122596
156949,3,,INR,2013-08-19,0.1223247199,Indian Rupee,,8.174962519
157114,3,,INR,2013-08-20,0.1226008935,Indian Rupee,,8.15654741
157279,3,,INR,2013-08-21,0.1210916227,Indian Rupee,,8.258209589
157444,3,,INR,2013-08-22,0.1201487822,Indian Rupee,,8.323014033
157609,3,,INR,2013-08-23,0.1220413616,Indian Rupee,,8.193943321
157774,3,,INR,2013-08-24,0.1223974308,Indian Rupee,,8.17010613
157939,3,,INR,2013-08-25,0.1224067783,Indian Rupee,,8.169482231
158104,3,,INR,2013-08-26,0.1206071349,Indian Rupee,,8.291383429
158269,3,,INR,2013-08-27,0.1171551325,Indian Rupee,,8.535690916
158434,3,,INR,2013-08-28,0.1126717915,Indian Rupee,,8.875335936
158599,3,,INR,2013-08-29,0.1161357252,Indian Rupee,,8.610614847
158764,3,,INR,2013-08-30,0.1173641789,Indian Rupee,,8.520487335
158929,3,,INR,2013-08-31,0.1180169845,Indian Rupee,,8.473356646000001
159094,3,,INR,2013-09-01,0.118018063,Indian Rupee,,8.473279212000001
159259,3,,INR,2013-09-02,0.1174572141,Indian Rupee,,8.513738449
159424,3,,INR,2013-09-03,0.1141508185,Indian Rupee,,8.760340165
159589,3,,INR,2013-09-04,0.1155905518,Indian Rupee,,8.651226113
159754,3,,INR,2013-09-05,0.1171265372,Indian Rupee,,8.537774822000001
159919,3,,INR,2013-09-06,0.1188825053,Indian Rupee,,8.41166661
160084,3,,INR,2013-09-07,0.1188506513,Indian Rupee,,8.413921074
160249,3,,INR,2013-09-08,0.1188627424,Indian Rupee,,8.413065188
160414,3,,INR,2013-09-09,0.1193016713,Indian Rupee,,8.382112248
160579,3,,INR,2013-09-10,0.1217496799,Indian Rupee,,8.213573957000001
160744,3,,INR,2013-09-11,0.1224326345,Indian Rupee,,8.16775694
160909,3,,INR,2013-09-12,0.1220882629,Indian Rupee,,8.190795544
161074,3,,INR,2013-09-13,0.1224890919,Indian Rupee,,8.163992273
161239,3,,INR,2013-09-14,0.1225101544,Indian Rupee,,8.162588682
161404,3,,INR,2013-09-15,0.1225231061,Indian Rupee,,8.161725834
161569,3,,INR,2013-09-16,0.1230992199,Indian Rupee,,8.123528328999999
161734,3,,INR,2013-09-17,0.1227310958,Indian Rupee,,8.147894332
161899,3,,INR,2013-09-18,0.1223104098,Indian Rupee,,8.175918969
162064,3,,INR,2013-09-19,0.1247308638,Indian Rupee,,8.017261884
162229,3,,INR,2013-09-20,0.1235598925,Indian Rupee,,8.093241099999998
162394,3,,INR,2013-09-21,0.1236018111,Indian Rupee,,8.090496337000001
162559,3,,INR,2013-09-22,0.1245729883,Indian Rupee,,8.027422429
162724,3,,INR,2013-09-23,0.1238793529,Indian Rupee,,8.072370223
162889,3,,INR,2013-09-24,0.123629912,Indian Rupee,,8.088657376
163054,3,,INR,2013-09-25,0.1244491725,Indian Rupee,,8.035408997000001
163219,3,,INR,2013-09-26,0.1252233441,Indian Rupee,,7.985731472
163384,3,,INR,2013-09-27,0.1236760732,Indian Rupee,,8.085638347
163549,3,,INR,2013-09-28,0.1232563499,Indian Rupee,,8.113172267000001
163714,3,,INR,2013-09-29,0.1240529549,Indian Rupee,,8.061073605
163879,3,,INR,2013-09-30,0.1237844408,Indian Rupee,,8.078559742000001
164044,3,,INR,2013-10-01,0.1240163491,Indian Rupee,,8.063452983
164209,3,,INR,2013-10-02,0.1245360293,Indian Rupee,,8.02980475
164374,3,,INR,2013-10-03,0.1254766816,Indian Rupee,,7.969608275
164539,3,,INR,2013-10-04,0.1262089231,Indian Rupee,,7.923370041
164704,3,,INR,2013-10-05,0.1263032608,Indian Rupee,,7.917451962
164869,3,,INR,2013-10-06,0.1263264597,Indian Rupee,,7.91599798
165034,3,,INR,2013-10-07,0.1256197295,Indian Rupee,,7.9605329839999985
165199,3,,INR,2013-10-08,0.1253279776,Indian Rupee,,7.979064366
165364,3,,INR,2013-10-09,0.125184958,Indian Rupee,,7.988180176
165529,3,,INR,2013-10-10,0.1265829945,Indian Rupee,,7.899955315
165694,3,,INR,2013-10-11,0.1267227527,Indian Rupee,,7.891242725
165859,3,,INR,2013-10-12,0.1270643179,Indian Rupee,,7.870030048999999
166024,3,,INR,2013-10-13,0.12697069,Indian Rupee,,7.875833391
166189,3,,INR,2013-10-14,0.12615507439999998,Indian Rupee,,7.926752092
166354,3,,INR,2013-10-15,0.12550986279999998,Indian Rupee,,7.967501342
166519,3,,INR,2013-10-16,0.1257276327,Indian Rupee,,7.953701013
166684,3,,INR,2013-10-17,0.1268885242,Indian Rupee,,7.880933331
166849,3,,INR,2013-10-18,0.1265912453,Indian Rupee,,7.899440417999999
167014,3,,INR,2013-10-19,0.1264696767,Indian Rupee,,7.907033734
167179,3,,INR,2013-10-20,0.1265336566,Indian Rupee,,7.903035658999999
167344,3,,INR,2013-10-21,0.12589053460000002,Indian Rupee,,7.943408957000001
167509,3,,INR,2013-10-22,0.1260145943,Indian Rupee,,7.935588772999999
167674,3,,INR,2013-10-23,0.1259183557,Indian Rupee,,7.941653892000001
167839,3,,INR,2013-10-24,0.12618397,Indian Rupee,,7.924936897
168004,3,,INR,2013-10-25,0.1262480633,Indian Rupee,,7.92091359
168169,3,,INR,2013-10-26,0.1261642093,Indian Rupee,,7.926178158
168334,3,,INR,2013-10-27,0.1261488154,Indian Rupee,,7.927145384
168499,3,,INR,2013-10-28,0.1259723287,Indian Rupee,,7.938251285
168664,3,,INR,2013-10-29,0.1264225452,Indian Rupee,,7.909981547
168829,3,,INR,2013-10-30,0.1268077642,Indian Rupee,,7.8859524589999985
168994,3,,INR,2013-10-31,0.1258761526,Indian Rupee,,7.944316532999999
169159,3,,INR,2013-11-01,0.1243761852,Indian Rupee,,8.040124386
169324,3,,INR,2013-11-02,0.1255632217,Indian Rupee,,7.9641155
169489,3,,INR,2013-11-03,0.1255632217,Indian Rupee,,7.9641155
169654,3,,INR,2013-11-04,0.1252426381,Indian Rupee,,7.984501244
169819,3,,INR,2013-11-05,0.1249646765,Indian Rupee,,8.002261341
169984,3,,INR,2013-11-06,0.1240644348,Indian Rupee,,8.0603277
170149,3,,INR,2013-11-07,0.1239707492,Indian Rupee,,8.066418943
170314,3,,INR,2013-11-08,0.1231164271,Indian Rupee,,8.122392954
170479,3,,INR,2013-11-09,0.1223746527,Indian Rupee,,8.171626868999999
170644,3,,INR,2013-11-10,0.1240669023,Indian Rupee,,8.060167388
170809,3,,INR,2013-11-11,0.1221778966,Indian Rupee,,8.184786508
170974,3,,INR,2013-11-12,0.1214881726,Indian Rupee,,8.231253942999999
171139,3,,INR,2013-11-13,0.1224509632,Indian Rupee,,8.166534375
171304,3,,INR,2013-11-14,0.1229146075,Indian Rupee,,8.135729512000001
171469,3,,INR,2013-11-15,0.123305021,Indian Rupee,,8.109969826
171634,3,,INR,2013-11-16,0.1236224466,Indian Rupee,,8.089145845
171799,3,,INR,2013-11-17,0.1236224466,Indian Rupee,,8.089145845
171964,3,,INR,2013-11-18,0.1248050894,Indian Rupee,,8.012493759
172129,3,,INR,2013-11-19,0.1244560366,Indian Rupee,,8.034965818
172294,3,,INR,2013-11-20,0.1244455722,Indian Rupee,,8.035641467
172459,3,,INR,2013-11-21,0.1231914365,Indian Rupee,,8.117447348999999
172624,3,,INR,2013-11-22,0.1235594798,Indian Rupee,,8.093268131
172789,3,,INR,2013-11-23,0.1240587247,Indian Rupee,,8.060698692999999
172954,3,,INR,2013-11-24,0.1233121272,Indian Rupee,,8.109502467
173119,3,,INR,2013-11-25,0.1242917757,Indian Rupee,,8.04558463
173284,3,,INR,2013-11-26,0.1240660142,Indian Rupee,,8.060225083999999
173449,3,,INR,2013-11-27,0.1241754266,Indian Rupee,,8.053123132
173614,3,,INR,2013-11-28,0.1244093976,Indian Rupee,,8.037977995
173779,3,,INR,2013-11-29,0.1242146638,Indian Rupee,,8.050579291
173944,3,,INR,2013-11-30,0.1241011686,Indian Rupee,,8.057941852
174108,3,,INR,2013-12-01,0.1241508534,Indian Rupee,,8.054717088
174272,3,,INR,2013-12-02,0.1244017259,Indian Rupee,,8.038473683
174437,3,,INR,2013-12-03,0.1242963477,Indian Rupee,,8.045288688
174602,3,,INR,2013-12-04,0.12546742800000002,Indian Rupee,,7.970196055
174767,3,,INR,2013-12-05,0.12571767960000002,Indian Rupee,,7.954330714
174932,3,,INR,2013-12-06,0.12648082189999998,Indian Rupee,,7.906336982000001
175097,3,,INR,2013-12-07,0.126791262,Indian Rupee,,7.886978837999999
175262,3,,INR,2013-12-08,0.1262504108,Indian Rupee,,7.920766306
175427,3,,INR,2013-12-09,0.1271017438,Indian Rupee,,7.867712667999999
175592,3,,INR,2013-12-10,0.1270005202,Indian Rupee,,7.873983494
175757,3,,INR,2013-12-11,0.1264405557,Indian Rupee,,7.90885483
175922,3,,INR,2013-12-12,0.1251588351,Indian Rupee,,7.989847457000001
176087,3,,INR,2013-12-13,0.1247342768,Indian Rupee,,8.017042513
176252,3,,INR,2013-12-14,0.1246771833,Indian Rupee,,8.020713761
176417,3,,INR,2013-12-15,0.1247915639,Indian Rupee,,8.01336219
176582,3,,INR,2013-12-16,0.1256011215,Indian Rupee,,7.961712347000001
176747,3,,INR,2013-12-17,0.1254275751,Indian Rupee,,7.972728481
176912,3,,INR,2013-12-18,0.1249566341,Indian Rupee,,8.002776382999999
177077,3,,INR,2013-12-19,0.1244982872,Indian Rupee,,8.03223902
177242,3,,INR,2013-12-20,0.1250549149,Indian Rupee,,7.99648699
177407,3,,INR,2013-12-21,0.1250503943,Indian Rupee,,7.996776066000002
177572,3,,INR,2013-12-22,0.1250503943,Indian Rupee,,7.996776066000002
177737,3,,INR,2013-12-23,0.125483385,Indian Rupee,,7.969182533
177902,3,,INR,2013-12-24,0.1255118837,Indian Rupee,,7.9673730539999985
178067,3,,INR,2013-12-25,0.1254797825,Indian Rupee,,7.96941133
178232,3,,INR,2013-12-26,0.1252221865,Indian Rupee,,7.985805297000001
178397,3,,INR,2013-12-27,0.1251759913,Indian Rupee,,7.988752392999999
178562,3,,INR,2013-12-28,0.1252240614,Indian Rupee,,7.985685731
178727,3,,INR,2013-12-29,0.1252341768,Indian Rupee,,7.985040708
178892,3,,INR,2013-12-30,0.125452696,Indian Rupee,,7.971132002999999
179057,3,,INR,2013-12-31,0.1253485414,Indian Rupee,,7.977755375
179222,3,,INR,2014-01-01,0.1253004668,Indian Rupee,,7.98081624
179387,3,,INR,2014-01-02,0.1243416013,Indian Rupee,,8.042360639
179552,3,,INR,2014-01-03,0.124553953,Indian Rupee,,8.028649239
179717,3,,INR,2014-01-04,0.1245602622,Indian Rupee,,8.028242577
179882,3,,INR,2014-01-05,0.1247265599,Indian Rupee,,8.017538533
180047,3,,INR,2014-01-06,0.1245692298,Indian Rupee,,8.027664627
180212,3,,INR,2014-01-07,0.1245993703,Indian Rupee,,8.025722744
180377,3,,INR,2014-01-08,0.1249193737,Indian Rupee,,8.005163416
180542,3,,INR,2014-01-09,0.1248785685,Indian Rupee,,8.007779172000001
180707,3,,INR,2014-01-10,0.1261087166,Indian Rupee,,7.929665983
180872,3,,INR,2014-01-11,0.1261090874,Indian Rupee,,7.929642668
181037,3,,INR,2014-01-12,0.1261090874,Indian Rupee,,7.929642668
181202,3,,INR,2014-01-13,0.12625354519999998,Indian Rupee,,7.92056966
181367,3,,INR,2014-01-14,0.12616731039999998,Indian Rupee,,7.925983337000001
181532,3,,INR,2014-01-15,0.1260067269,Indian Rupee,,7.936084246
181697,3,,INR,2014-01-16,0.1262277445,Indian Rupee,,7.922188612999999
181862,3,,INR,2014-01-17,0.1259378227,Indian Rupee,,7.940426303
182027,3,,INR,2014-01-18,0.1258930093,Indian Rupee,,7.943252809
182192,3,,INR,2014-01-19,0.1260126774,Indian Rupee,,7.935709491
182357,3,,INR,2014-01-20,0.1260380882,Indian Rupee,,7.934109553
182522,3,,INR,2014-01-21,0.1251851297,Indian Rupee,,7.988169217999999
182687,3,,INR,2014-01-22,0.1254670408,Indian Rupee,,7.970220652999999
182852,3,,INR,2014-01-23,0.1250061482,Indian Rupee,,7.999606533
183017,3,,INR,2014-01-24,0.123725804,Indian Rupee,,8.082388377000001
183182,3,,INR,2014-01-25,0.12375267,Indian Rupee,,8.080633735
183347,3,,INR,2014-01-26,0.12375267,Indian Rupee,,8.080633735
183512,3,,INR,2014-01-27,0.1226120783,Indian Rupee,,8.155803356
183677,3,,INR,2014-01-28,0.1240722938,Indian Rupee,,8.059817139
183842,3,,INR,2014-01-29,0.1238813984,Indian Rupee,,8.072236936
184007,3,,INR,2014-01-30,0.1240545559,Indian Rupee,,8.060969567
184172,3,,INR,2014-01-31,0.1238549616,Indian Rupee,,8.073959951
184337,3,,INR,2014-02-01,0.1242198012,Indian Rupee,,8.050246337
184502,3,,INR,2014-02-02,0.12422000000000001,Indian Rupee,,8.050233456
184667,3,,INR,2014-02-03,0.1240490506,Indian Rupee,,8.061327315
184832,3,,INR,2014-02-04,0.1243756069,Indian Rupee,,8.040161771000001
184997,3,,INR,2014-02-05,0.124106419,Indian Rupee,,8.05760095
185162,3,,INR,2014-02-06,0.124862711,Indian Rupee,,8.008796156
185327,3,,INR,2014-02-07,0.124782031,Indian Rupee,,8.013974382999999
185492,3,,INR,2014-02-08,0.1245540134,Indian Rupee,,8.028645349
185657,3,,INR,2014-02-09,0.1245509501,Indian Rupee,,8.028842811
185822,3,,INR,2014-02-10,0.124427466,Indian Rupee,,8.036810782
185987,3,,INR,2014-02-11,0.1248174287,Indian Rupee,,8.011701654
186152,3,,INR,2014-02-12,0.1253877876,Indian Rupee,,7.975258349
186317,3,,INR,2014-02-13,0.1243842386,Indian Rupee,,8.039603825
186482,3,,INR,2014-02-14,0.1253744298,Indian Rupee,,7.9761080610000015
186647,3,,INR,2014-02-15,0.1254160265,Indian Rupee,,7.973462625
186812,3,,INR,2014-02-16,0.1254253562,Indian Rupee,,7.972869527
186977,3,,INR,2014-02-17,0.1254429456,Indian Rupee,,7.971751582
187142,3,,INR,2014-02-18,0.1247289908,Indian Rupee,,8.017382275
187307,3,,INR,2014-02-19,0.1246630732,Indian Rupee,,8.021621592999999
187472,3,,INR,2014-02-20,0.1246093965,Indian Rupee,,8.025076986
187637,3,,INR,2014-02-21,0.1249487005,Indian Rupee,,8.003284514
187802,3,,INR,2014-02-22,0.12504135630000002,Indian Rupee,,7.997354072999999
187967,3,,INR,2014-02-23,0.1248139569,Indian Rupee,,8.011924509
188132,3,,INR,2014-02-24,0.12529296439999998,Indian Rupee,,7.981294121
188297,3,,INR,2014-02-25,0.1255243261,Indian Rupee,,7.966583302
188462,3,,INR,2014-02-26,0.1250665733,Indian Rupee,,7.995741576
188627,3,,INR,2014-02-27,0.1252325389,Indian Rupee,,7.985145146
188792,3,,INR,2014-02-28,0.1255511588,Indian Rupee,,7.964880687999999
188957,3,,INR,2014-03-01,0.1256150883,Indian Rupee,,7.96082711
189122,3,,INR,2014-03-02,0.125519595,Indian Rupee,,7.966883577000001
189287,3,,INR,2014-03-03,0.1248388596,Indian Rupee,,8.0103263
189452,3,,INR,2014-03-04,0.125322608,Indian Rupee,,7.979406235
189617,3,,INR,2014-03-05,0.1259778433,Indian Rupee,,7.937903792
189782,3,,INR,2014-03-06,0.1270292059,Indian Rupee,,7.872205392000001
189947,3,,INR,2014-03-07,0.1268699524,Indian Rupee,,7.882086977999999
190112,3,,INR,2014-03-08,0.1267296984,Indian Rupee,,7.890810226
190277,3,,INR,2014-03-09,0.1270699943,Indian Rupee,,7.869678482
190442,3,,INR,2014-03-10,0.12755047390000002,Indian Rupee,,7.840033591
190607,3,,INR,2014-03-11,0.1272479663,Indian Rupee,,7.858671767000001
190772,3,,INR,2014-03-12,0.1270212176,Indian Rupee,,7.872700474
190937,3,,INR,2014-03-13,0.1267457798,Indian Rupee,,7.889809047999999
191102,3,,INR,2014-03-14,0.1268413184,Indian Rupee,,7.883866335
191267,3,,INR,2014-03-15,0.1267599083,Indian Rupee,,7.888929658999999
191432,3,,INR,2014-03-16,0.1267599083,Indian Rupee,,7.888929658999999
191597,3,,INR,2014-03-17,0.1271570024,Indian Rupee,,7.864293598
191762,3,,INR,2014-03-18,0.1273265326,Indian Rupee,,7.853822606
191927,3,,INR,2014-03-19,0.1273484203,Indian Rupee,,7.852472751
192092,3,,INR,2014-03-20,0.1268837971,Indian Rupee,,7.8812269389999985
192257,3,,INR,2014-03-21,0.1274634039,Indian Rupee,,7.845389103
192422,3,,INR,2014-03-22,0.1273368912,Indian Rupee,,7.853183712000001
192587,3,,INR,2014-03-23,0.1273368912,Indian Rupee,,7.853183712000001
192752,3,,INR,2014-03-24,0.1277479553,Indian Rupee,,7.827913939
192917,3,,INR,2014-03-25,0.128420487,Indian Rupee,,7.786919541
193082,3,,INR,2014-03-26,0.1293491021,Indian Rupee,,7.731016172
193247,3,,INR,2014-03-27,0.1286636561,Indian Rupee,,7.77220258
193412,3,,INR,2014-03-28,0.1296582246,Indian Rupee,,7.712584397
193577,3,,INR,2014-03-29,0.12961771730000002,Indian Rupee,,7.714994683
193742,3,,INR,2014-03-30,0.1295322297,Indian Rupee,,7.720086365
193907,3,,INR,2014-03-31,0.1291501455,Indian Rupee,,7.742925848
194072,3,,INR,2014-04-01,0.1295519373,Indian Rupee,,7.718911976
194237,3,,INR,2014-04-02,0.1296521719,Indian Rupee,,7.712944452
194402,3,,INR,2014-04-03,0.1285677148,Indian Rupee,,7.778002444
194567,3,,INR,2014-04-04,0.1295778381,Indian Rupee,,7.717369072999999
194732,3,,INR,2014-04-05,0.1295390551,Indian Rupee,,7.719679594
194897,3,,INR,2014-04-06,0.12909062359999998,Indian Rupee,,7.746496006
195062,3,,INR,2014-04-07,0.128874942,Indian Rupee,,7.759460331
195227,3,,INR,2014-04-08,0.1290979166,Indian Rupee,,7.746058392
195392,3,,INR,2014-04-09,0.1289816889,Indian Rupee,,7.753038502999999
195557,3,,INR,2014-04-10,0.12896658789999998,Indian Rupee,,7.753946325
195722,3,,INR,2014-04-11,0.1286479607,Indian Rupee,,7.773150812999999
195887,3,,INR,2014-04-12,0.1286292631,Indian Rupee,,7.774280721
196052,3,,INR,2014-04-13,0.128854814,Indian Rupee,,7.760672412999999
196217,3,,INR,2014-04-14,0.1286179557,Indian Rupee,,7.77496419
196382,3,,INR,2014-04-15,0.1283600057,Indian Rupee,,7.790588624
196547,3,,INR,2014-04-16,0.1286001725,Indian Rupee,,7.776039336
196712,3,,INR,2014-04-17,0.128561574,Indian Rupee,,7.778373966
196877,3,,INR,2014-04-18,0.1285015309,Indian Rupee,,7.782008458
197042,3,,INR,2014-04-19,0.12849697570000002,Indian Rupee,,7.782284325
197207,3,,INR,2014-04-20,0.12862486550000002,Indian Rupee,,7.774546513
197372,3,,INR,2014-04-21,0.12792155619999998,Indian Rupee,,7.817290763
197537,3,,INR,2014-04-22,0.1274931699,Indian Rupee,,7.843557429
197702,3,,INR,2014-04-23,0.1267448833,Indian Rupee,,7.889864851
197867,3,,INR,2014-04-24,0.1268441712,Indian Rupee,,7.883689021
198032,3,,INR,2014-04-25,0.1278695578,Indian Rupee,,7.820469683
198197,3,,INR,2014-04-26,0.1278705017,Indian Rupee,,7.820411954
198362,3,,INR,2014-04-27,0.1278810436,Indian Rupee,,7.819767276
198527,3,,INR,2014-04-28,0.1277938481,Indian Rupee,,7.825102811
198692,3,,INR,2014-04-29,0.128443576,Indian Rupee,,7.785519767999999
198857,3,,INR,2014-04-30,0.1285673529,Indian Rupee,,7.778024336
199022,3,,INR,2014-05-01,0.1287038737,Indian Rupee,,7.76977391
199187,3,,INR,2014-05-02,0.12906393619999998,Indian Rupee,,7.748097797000001
199352,3,,INR,2014-05-03,0.1290982515,Indian Rupee,,7.746038297999999
199517,3,,INR,2014-05-04,0.1288514898,Indian Rupee,,7.760872627999999
199682,3,,INR,2014-05-05,0.1288338207,Indian Rupee,,7.761936999
199847,3,,INR,2014-05-06,0.1293312416,Indian Rupee,,7.732083817999999
200012,3,,INR,2014-05-07,0.1290757216,Indian Rupee,,7.747390352
200177,3,,INR,2014-05-08,0.1294215865,Indian Rupee,,7.726686302999999
200342,3,,INR,2014-05-09,0.1295584428,Indian Rupee,,7.718524384
200507,3,,INR,2014-05-10,0.1294916557,Indian Rupee,,7.722505322000001
200672,3,,INR,2014-05-11,0.12918089929999998,Indian Rupee,,7.741082509
200837,3,,INR,2014-05-12,0.1302301936,Indian Rupee,,7.678710847
201002,3,,INR,2014-05-13,0.130367476,Indian Rupee,,7.670624842
201167,3,,INR,2014-05-14,0.1303459756,Indian Rupee,,7.671890101
201332,3,,INR,2014-05-15,0.13047200039999998,Indian Rupee,,7.66447971
201497,3,,INR,2014-05-16,0.1319852896,Indian Rupee,,7.576601928
201662,3,,INR,2014-05-17,0.1323524892,Indian Rupee,,7.555581355
